latitude,longitude,month,severity,ndvi,evi,lai,fpar,elevation,temp,humidity,dew,precipitation,windspeed,pressure,cloudcover,solarradiation,solarenergy
33.555812160168394,76.93964487055145,4,0,-200.0,-118.5,8.42,34.03,4238.0,-10.5,76.3,-13.7,1.6,12.95,1028.25,71.7,312.8,27.1
26.057776564355454,76.31831595494198,4,0,3920.0,2892.0,10,39,252.0,33.85,12.7,0.30000000000000004,0.0,23.95,1003.9,50.05,282.45,24.35
23.167162559588295,73.87644420063039,5,0,4461.5,2852.0,6.0,29.5,154.0,26.65,80.2,22.95,28.900000000000002,27.700000000000003,1001.15,98.4,73.69999999999999,6.3
20.81784977332685,80.18862456841681,6,0,326.0,229.5,8.42,34.03,253.0,27.950000000000003,88.2,24.700000000000003,14.8,16.4,1002.45,96.6,117.8,10.149999999999999
9.149914353117637,77.92772428223577,8,0,4230.5,1777.0,4.0,20.5,90.0,31.7,57.5,21.200000000000003,0.0,28.799999999999997,1008.8,41.1,257.6,22.45
20.3523277446199,80.76100526865415,4,0,4238.5,2611.0,10.0,38.5,354.0,34.025,19.25,5.550000000000001,0.0,12.05,1005.5,12.25,329.1,28.35
23.962750264502528,75.38094267392779,6,0,2233.5,1194.0,2.5,12.0,441.0,31.45,51.650000000000006,20.3,1.95,26.65,1002.65,83.0,192.64999999999998,16.65
19.713379778705438,81.96640969666294,3,0,3363.5,2114.0,7.0,27.5,644.0,26.225,35.35,9.1,0.0,9.55,1012.45,0.5,285.9,24.65
26.740542831112876,81.02193477228741,12,0,3801.0,2046.5,3.0,29.5,119.0,21.425,81.6,17.799999999999997,0.0,10.3,1015.15,54.849999999999994,132.85,11.55
34.28442218865515,76.94597555912452,7,0,1336.5,807.5,8.42,34.03,4132.0,19.150000000000002,33.35,-1.05,0.0,28.1,1004.95,25.15,354.5,30.5
34.626424667152605,76.07708090811688,3,0,103.0,-359.5,8.42,34.03,3354.0,-15.0,79.80000000000001,-17.200000000000003,0.0,4.3,1028.1,71.35,284.5,24.5
20.22791439253375,78.36689375382757,9,0,7501.0,4809.0,2.0,11.5,365.0,27.5,81.75,23.1,11.7,47.199999999999996,1006.8499999999999,93.9,194.0,16.8
21.292278199673586,79.93943387870063,6,0,5393.5,3525.0,8.5,41.5,292.0,36.075,20.299999999999997,9.3,0.0,12.95,1004.1,21.0,338.85,29.25
